,text,Label
27950,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
27951,Love it!,"(Category tensor(1), tensor(1), tensor([0.1882, 0.8118]))"
27952,Amazing app and my fav,"(Category tensor(1), tensor(1), tensor([0.0312, 0.9688]))"
27953,I love Pinterest,"(Category tensor(1), tensor(1), tensor([0.1587, 0.8413]))"
27954,It an awesome App. Everything you need is there. Good work guys...,"(Category tensor(1), tensor(1), tensor([0.0057, 0.9943]))"
27955,"Awesome app. Just type in what you're looking for, and it will pop up along with stuff you wouldn't have thought of","(Category tensor(1), tensor(1), tensor([0.0875, 0.9125]))"
27956,Xtreme,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
27957,I think. It's good at this app I wanna try,"(Category tensor(1), tensor(1), tensor([0.1133, 0.8867]))"
27958,Best of group and all app,"(Category tensor(0), tensor(0), tensor([0.8396, 0.1604]))"
27959,Enjoy using the app.,"(Category tensor(1), tensor(1), tensor([0.1330, 0.8670]))"
27960,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
27961,I love Pinterst. it's my most favourite app among all apps and I don't know how I can survive without it . Being a creative person there isn't a single day when I don't use it . I love it just . best app ever,"(Category tensor(1), tensor(1), tensor([7.6275e-04, 9.9924e-01]))"
27962,Best app ever!!!!!!!!! Never thought it would be so fun...,"(Category tensor(1), tensor(1), tensor([2.3533e-04, 9.9976e-01]))"
27963,When I'm looking to build a certain project it gives a lot of different ideas on how I want to build it. It really helps see other people's ideas.,"(Category tensor(1), tensor(1), tensor([0.0025, 0.9975]))"
27964,Been using this app for about 7y and I luv this app sm x,"(Category tensor(1), tensor(1), tensor([1.4263e-04, 9.9986e-01]))"
27965,Love Pinterest. Hate the random ads that start playing on my phone while I'm pinning.,"(Category tensor(1), tensor(1), tensor([0.0919, 0.9081]))"
27966,This app is great it has better pictures and ideas you can even message people and users there you can save your favourite images and change your profile picture you can also try ideas and people can follow you this app is really good all according to my interest 🙂,"(Category tensor(1), tensor(1), tensor([0.0074, 0.9926]))"
27967,My Alcatel one touch pop icon force closes every time I open this app after the latest update! Please fix it!!,"(Category tensor(1), tensor(1), tensor([0.0012, 0.9988]))"
27968,This aap is very inspiring amd even it is good for a student and also usefull🤗,"(Category tensor(1), tensor(1), tensor([2.1222e-04, 9.9979e-01]))"
27969,My YouTube channel is personally good Instagram Facebook very good,"(Category tensor(1), tensor(1), tensor([0.0016, 0.9984]))"
27970,Covers almost every subject of interest,"(Category tensor(1), tensor(1), tensor([0.2896, 0.7104]))"
27971,"Idk what happened with the last update, I can't visit the person who saved, can't able to view the boards one has saved, I used to love the previous version, plzz bring it back.","(Category tensor(1), tensor(1), tensor([0.0094, 0.9906]))"
27972,"I love everything about Pinterest, except ads.","(Category tensor(1), tensor(1), tensor([0.0250, 0.9750]))"
27973,Awsome,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
27974,Love the wonderful ideas.,"(Category tensor(1), tensor(1), tensor([0.0263, 0.9737]))"
27975,It has everything i ask for. Thank you.,"(Category tensor(1), tensor(1), tensor([0.2710, 0.7290]))"
27976,"Amazing. Absolutely adore this app, I've had this for around 5 years or smth.","(Category tensor(1), tensor(1), tensor([0.0133, 0.9867]))"
27977,"Worst experience with this app, I was searching for property and list down some but instead of connecting to that agent or property owner I received call from some developers which are not even as per my filters. And never received call from agent or developers for whom I actually enquired.","(Category tensor(1), tensor(1), tensor([0.0036, 0.9964]))"
27978,Great app,"(Category tensor(1), tensor(1), tensor([0.0450, 0.9550]))"
27979,🙍‍♀️,"(Category tensor(1), tensor(1), tensor([0.0048, 0.9952]))"
27980,Is app is so good that I cannot tell anything super super The created is legend,"(Category tensor(1), tensor(1), tensor([0.0016, 0.9984]))"
27981,Mostly number is wrong or not reachable,"(Category tensor(1), tensor(1), tensor([0.0074, 0.9926]))"
27982,great app is badiya jabradast mast app ne ne meri bhut help kri h 5 star bhi kam h iske liye,"(Category tensor(1), tensor(1), tensor([8.9026e-09, 1.0000e+00]))"
27983,This app is fantastic and useful for real estate sector .It shows accurate and relaibe information .Its interface is smooth and handy,"(Category tensor(1), tensor(1), tensor([6.6911e-07, 1.0000e+00]))"
27984,Ok,"(Category tensor(1), tensor(1), tensor([0.2736, 0.7264]))"
27985,This app is very useful to those who don't have high income and needs a good rent room even I got a room from this application in such an unbelievable price I will recommend this app to all who are in need of a rented house or room,"(Category tensor(1), tensor(1), tensor([0.0049, 0.9951]))"
27986,Fantastic app ever I have seen for booking plots and apartments...it stole my heart...I just loved this app ...the user interface of this app is so friendly and I liked it's dynamic interface and work.,"(Category tensor(1), tensor(1), tensor([0.0218, 0.9782]))"
27987,This is very nice app. By this app we can easily rent or take house in nearby areas,"(Category tensor(1), tensor(1), tensor([6.4637e-05, 9.9994e-01]))"
27988,best application for housing properties finding house I will recommend you to install this application,"(Category tensor(1), tensor(1), tensor([3.4457e-04, 9.9966e-01]))"
27989,I liked this app very much...Its good for buying and renting....Helpful for today generations...Download fast🔥🔥💯1️⃣💖👍👍,"(Category tensor(1), tensor(1), tensor([1.1907e-05, 9.9999e-01]))"
27990,This App Is Fantastic And Very Useful For Real Estate. The information in This Application is 100% Real And Reliable. And This App Is Very Smooth And Handy To Use. I Really Like This App.,"(Category tensor(1), tensor(1), tensor([0.0011, 0.9989]))"
27991,Best experience using this Housing Real Estate app....Thanks,"(Category tensor(1), tensor(1), tensor([0.0161, 0.9839]))"
27992,This is the best app i have seen This app is my favourite,"(Category tensor(1), tensor(1), tensor([3.7322e-04, 9.9963e-01]))"
27993,This appp is fantastic and useful for real estate sector it shows accurste repaibe information,"(Category tensor(1), tensor(1), tensor([1.0732e-04, 9.9989e-01]))"
27994,One of the best app I have ever used better then other real estate apps using this from a long time must try,"(Category tensor(1), tensor(1), tensor([0.2124, 0.7876]))"
27995,This app is really nice and this enterface is nice 👌 and this app is really helpful for house ranting and house buying I recommend you install this app,"(Category tensor(1), tensor(1), tensor([0.0132, 0.9868]))"
27996,😔,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
27997,fake contact Number provided,"(Category tensor(1), tensor(1), tensor([0.3132, 0.6868]))"
27998,"This is a very good app for buying of flat and house,","(Category tensor(1), tensor(1), tensor([0.0096, 0.9904]))"
27999,very good,"(Category tensor(1), tensor(1), tensor([0.0510, 0.9490]))"
28000,excellent,"(Category tensor(1), tensor(1), tensor([0.2360, 0.7640]))"
28001,Rent pay not working from December 20 to till.every time show you have reached your maximum monthly transaction limit.we will see you next month but payment options not working from December 20.please helpme and solve my problem.,"(Category tensor(1), tensor(1), tensor([0.0055, 0.9945]))"
28002,Very bad - do not download. They don't allow to view phone number. Have to buy package for it and pay. Thieves 😾,"(Category tensor(1), tensor(1), tensor([0.2551, 0.7449]))"
28003,There r only rented house can u update into where we can find lease home alsooo,"(Category tensor(1), tensor(1), tensor([0.0012, 0.9988]))"
28004,good luck,"(Category tensor(1), tensor(1), tensor([0.1043, 0.8957]))"
28005,"Sir, this app is very useful but since 2-3 days this not work properly.What is the problem I do not know","(Category tensor(1), tensor(1), tensor([0.0064, 0.9936]))"
28006,OK,"(Category tensor(1), tensor(1), tensor([0.1464, 0.8536]))"
28007,"Rupaye to dete nahin hain, aur rank bhi hamari top ki aati hai, kripya rupaye to bheja karo,","(Category tensor(1), tensor(1), tensor([6.4014e-07, 1.0000e+00]))"
28008,I am not redeem my wining money what is reason. Please solve my problem.,"(Category tensor(1), tensor(1), tensor([0.0699, 0.9301]))"
28009,Great and enjoyable game.,"(Category tensor(1), tensor(1), tensor([0.4991, 0.5009]))"
28010,it is good but sometimes it hangs.and also when I cut the fruits then it doesn't accepts it,"(Category tensor(1), tensor(1), tensor([0.0018, 0.9982]))"
28011,Accha hai! 🤭,"(Category tensor(1), tensor(1), tensor([0.0016, 0.9984]))"
28012,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28013,Nice it gives me cool stuff,"(Category tensor(1), tensor(1), tensor([0.0020, 0.9980]))"
28014,Anukiamasha,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28015,its just really nice and i love it.,"(Category tensor(0), tensor(0), tensor([0.6098, 0.3902]))"
28016,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28017,Okay here I go I've been destroying all the fruits and yeah I've just been doing zen and I've sometimes been doing classic and that's it.😀😍😀😍🍍🍎🍏🍓,"(Category tensor(1), tensor(1), tensor([5.0687e-05, 9.9995e-01]))"
28018,It's the best game ever!!!!!,"(Category tensor(1), tensor(1), tensor([0.1963, 0.8037]))"
28019,Amazing,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28020,I've always loved fruit ninja and really enjoy coming back to it after a few years and seeing all the stuff added. Only problems I have really is the Bat Blade crashes my game constantly for some reason and sometimes it lags,"(Category tensor(1), tensor(1), tensor([0.0131, 0.9869]))"
28021,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28022,Deepika,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28023,Amazing app I literally just opened my eyes and I was playing this and Subway surfers LOL 🤣,"(Category tensor(1), tensor(1), tensor([5.6325e-05, 9.9994e-01]))"
28024,",👍👍","(Category tensor(1), tensor(1), tensor([0.1089, 0.8911]))"
28025,Excellent,"(Category tensor(1), tensor(1), tensor([0.2514, 0.7486]))"
28026,IT is so bad it is the world worst game,"(Category tensor(1), tensor(1), tensor([8.7927e-04, 9.9912e-01]))"
28027,Very nice game,"(Category tensor(1), tensor(1), tensor([0.0244, 0.9756]))"
28028,Great game good gameplay 100% see myself playing in 10 years time,"(Category tensor(1), tensor(1), tensor([0.0018, 0.9982]))"
28029,Excellent,"(Category tensor(1), tensor(1), tensor([0.2514, 0.7486]))"
28030,Loved it,"(Category tensor(1), tensor(1), tensor([0.4884, 0.5116]))"
28031,Gimmtarva,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28032,Best,"(Category tensor(1), tensor(1), tensor([0.1246, 0.8754]))"
28033,Nise Fruit,"(Category tensor(1), tensor(1), tensor([0.0582, 0.9418]))"
28034,I would give this game a o star if there was.worst game of my life.this game sucks.,"(Category tensor(1), tensor(1), tensor([0.0032, 0.9968]))"
28035,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28036,Best,"(Category tensor(1), tensor(1), tensor([0.1246, 0.8754]))"
28037,Power,"(Category tensor(1), tensor(1), tensor([0.2684, 0.7316]))"
28038,Fruit Ninja,"(Category tensor(1), tensor(1), tensor([0.4621, 0.5379]))"
28039,Outstanding,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28040,I love love this game i wont delet this game this is my first love game ..................💖💕💕💞💞,"(Category tensor(1), tensor(1), tensor([4.9403e-05, 9.9995e-01]))"
28041,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28042,Love this game. Soon to be a classic?,"(Category tensor(1), tensor(1), tensor([0.0054, 0.9946]))"
28043,"Pretty good, this game is a classic and it still holds up and is pretty fun, I recommend it","(Category tensor(1), tensor(1), tensor([0.0991, 0.9009]))"
28044,Expand game,"(Category tensor(1), tensor(1), tensor([0.3035, 0.6965]))"
28045,Hi bro,"(Category tensor(1), tensor(1), tensor([0.1256, 0.8744]))"
28046,it is a super fun game to play,"(Category tensor(1), tensor(1), tensor([0.2484, 0.7516]))"
28047,used to play this back in 2016 kinda disappointed now i cant play it offline,"(Category tensor(1), tensor(1), tensor([0.0012, 0.9988]))"
28048,Gg,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28049,Is cool 😎,"(Category tensor(1), tensor(1), tensor([0.0329, 0.9671]))"
28050,"Just Chop The Fruits, But Watch Out For The Bombs! In Classic Mode, Hit The Bomb, And It's Game Over! In Arcade Mode Hit The Bomb, And You'll Lose 10 Points! And There Are No Bombs In Zen Mode!","(Category tensor(1), tensor(1), tensor([3.7089e-05, 9.9996e-01]))"
28051,I love this its cool but can you make a update please 👏😀,"(Category tensor(1), tensor(1), tensor([4.1320e-05, 9.9996e-01]))"
28052,I play this game whenn i was little and i play it at my old phone then when i had a new phone i saw this game so i download it and i play it and it was awesome and one more thing you can play it while there is no internet trust me download this game now😆😆😆 #stayhome #staysafe #staytogether #stay clean,"(Category tensor(1), tensor(1), tensor([2.9664e-04, 9.9970e-01]))"
28053,Gooooood,"(Category tensor(1), tensor(1), tensor([0.0299, 0.9701]))"
28054,This game is awesome and much better than fruit ninja 2 you have to install this game 🍉🔪🍎🍏🫐🍓🍑🍊🍋🍍🍌🥭💣🍉🍎🍏🫐🍓🍑🍊🍋🍍🍌🥭💣🍊🍑🍐🍏🍈🍉🍋🍌🍑🍐🍈🍊💣🔪🔪🔪🔪🔪🔪🔪🔪🔪 warning ⚠️ in multiplayer mode you can't compete with players around the world you can only compete with people that are with you and on the phone your using!!! Oh and by the way it doesn't bother me that you can't compete with players around the world,"(Category tensor(1), tensor(1), tensor([0.0012, 0.9988]))"
28055,So much fun and I hope you get some rest tonight and tomorrow night but I'm going back home soon and I'll be back,"(Category tensor(1), tensor(1), tensor([0.0160, 0.9840]))"
28056,It decrease on your problems in your minds,"(Category tensor(1), tensor(1), tensor([0.1834, 0.8166]))"
28057,Good 🍵,"(Category tensor(1), tensor(1), tensor([0.0513, 0.9487]))"
28058,Je bn sm Nen,"(Category tensor(1), tensor(1), tensor([0.0023, 0.9977]))"
28059,Word Works fine for my needs. Thanx 4 asking.,"(Category tensor(1), tensor(1), tensor([0.0546, 0.9454]))"
28060,I use it on my phone to write and it is so convenient even though some of the features found in Word on laptops aren't found on the mobile version but it's very convenient.,"(Category tensor(1), tensor(1), tensor([0.0130, 0.9870]))"
28061,Always have and always will absolutely love Word!,"(Category tensor(0), tensor(0), tensor([0.7567, 0.2433]))"
28062,Good app,"(Category tensor(1), tensor(1), tensor([0.0513, 0.9487]))"
28063,It's very easy use in mobile as same as computer but some keys are restricted,"(Category tensor(1), tensor(1), tensor([8.9197e-05, 9.9991e-01]))"
28064,Wonderful,"(Category tensor(1), tensor(1), tensor([0.2433, 0.7567]))"
28065,Excellent job,"(Category tensor(1), tensor(1), tensor([0.2144, 0.7856]))"
28066,Good app,"(Category tensor(1), tensor(1), tensor([0.0513, 0.9487]))"
28067,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28068,Very good,"(Category tensor(1), tensor(1), tensor([0.0231, 0.9769]))"
28069,"When I am doing my modules, the app will authomatically shut down and when I open it, my files are not in there. So I don't have a choice but to do it again. I'm so disappointed with this app. I experienced this many time already.","(Category tensor(1), tensor(1), tensor([0.0033, 0.9967]))"
28070,this app helps me alot because i'm writing story,"(Category tensor(1), tensor(1), tensor([0.0263, 0.9737]))"
28071,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28072,nice,"(Category tensor(1), tensor(1), tensor([0.2413, 0.7587]))"
28073,Ddd to;,"(Category tensor(0), tensor(0), tensor([0.9882, 0.0118]))"
28074,👍🏼👍🏼👍🏼,"(Category tensor(1), tensor(1), tensor([5.2880e-05, 9.9995e-01]))"
28075,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28076,It's taking time for me to download the app,"(Category tensor(1), tensor(1), tensor([0.0119, 0.9881]))"
28077,Awesome,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28078,Easy & smooth! We know how Microsoft develop its apps.,"(Category tensor(1), tensor(1), tensor([9.8484e-04, 9.9902e-01]))"
28079,"Not used it enough, but it's nice to view Word documents the way they're meant to look. Rather than re-jumbled in a different app.","(Category tensor(1), tensor(1), tensor([0.0151, 0.9849]))"
28080,Nice app,"(Category tensor(1), tensor(1), tensor([0.0818, 0.9182]))"
28081,Just excellent,"(Category tensor(1), tensor(1), tensor([0.4591, 0.5409]))"
28082,Well I have redmi note 9 pro and my os enforces sysytem wide dark mode but app itself doesn't support dark mode so everything looks messy in dark mode and after changing back to light mode it starts to look normal. I hope to see native dark mode I future,"(Category tensor(1), tensor(1), tensor([4.1164e-05, 9.9996e-01]))"
28083,It is good,"(Category tensor(1), tensor(1), tensor([0.0331, 0.9669]))"
28084,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28085,Excellent,"(Category tensor(1), tensor(1), tensor([0.2514, 0.7486]))"
28086,Working good. ☺,"(Category tensor(1), tensor(1), tensor([0.0516, 0.9484]))"
28087,Love word easy to use.,"(Category tensor(1), tensor(1), tensor([0.1418, 0.8582]))"
28088,....but not opens some times on android phones,"(Category tensor(1), tensor(1), tensor([1.6638e-04, 9.9983e-01]))"
28089,It takes long to be downloaded😫,"(Category tensor(1), tensor(1), tensor([0.0149, 0.9851]))"
28090,Works so pure in phones... Dark mode has become default setting and cannot turn it into light mode...Getting hanged in between.. no compatibility with my phone!,"(Category tensor(1), tensor(1), tensor([2.4969e-04, 9.9975e-01]))"
28091,Has made my life easier,"(Category tensor(1), tensor(1), tensor([0.0071, 0.9929]))"
28092,Bekar,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28093,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28094,. I am a 11 years old girl. I downloaded this app for my study purposes .Its is a very good app and helps me a lot with school work.,"(Category tensor(1), tensor(1), tensor([0.0078, 0.9922]))"
28095,Super,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28096,I hate this because there are codes but what is codes? Cause I don't have a code..,"(Category tensor(1), tensor(1), tensor([5.3937e-05, 9.9995e-01]))"
28097,Fine,"(Category tensor(1), tensor(1), tensor([0.3436, 0.6564]))"
28098,Worst,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28099,Awesome,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28100,Easy to navigate.,"(Category tensor(1), tensor(1), tensor([0.3763, 0.6237]))"
28101,🤮🤮,"(Category tensor(1), tensor(1), tensor([0.1698, 0.8302]))"
28102,Testing,"(Category tensor(1), tensor(1), tensor([0.3234, 0.6766]))"
28103,Very nice app fulfilling all requirements,"(Category tensor(1), tensor(1), tensor([0.0032, 0.9968]))"
28104,What happene,"(Category tensor(1), tensor(1), tensor([0.4021, 0.5979]))"
28105,Very good,"(Category tensor(1), tensor(1), tensor([0.0231, 0.9769]))"
28106,Very good app,"(Category tensor(1), tensor(1), tensor([0.0073, 0.9927]))"
28107,Easy and understandable,"(Category tensor(0), tensor(0), tensor([0.8457, 0.1543]))"
28108,ابپپپپپپپققققققققققققاا9ا,"(Category tensor(1), tensor(1), tensor([1.1982e-04, 9.9988e-01]))"
28109,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28110,Nice App,"(Category tensor(1), tensor(1), tensor([0.1116, 0.8884]))"
28111,Perfect,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28112,nice app,"(Category tensor(1), tensor(1), tensor([0.1426, 0.8574]))"
28113,Ok,"(Category tensor(1), tensor(1), tensor([0.2736, 0.7264]))"
28114,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28115,The App is excellent and easy to operate...,"(Category tensor(1), tensor(1), tensor([8.1131e-04, 9.9919e-01]))"
28116,Help in work,"(Category tensor(0), tensor(0), tensor([0.9158, 0.0842]))"
28117,Good application,"(Category tensor(1), tensor(1), tensor([0.0513, 0.9487]))"
28118,fine,"(Category tensor(1), tensor(1), tensor([0.3018, 0.6982]))"
28119,Working very smooth,"(Category tensor(1), tensor(1), tensor([0.0131, 0.9869]))"
28120,Good application,"(Category tensor(1), tensor(1), tensor([0.0513, 0.9487]))"
28121,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28122,"very nice and i love word and it better than powerpoint cuz i just understand word maybe, bye from right indonesian","(Category tensor(1), tensor(1), tensor([0.0011, 0.9989]))"
28123,Goog ok,"(Category tensor(1), tensor(1), tensor([0.1718, 0.8282]))"
28124,Very good application easy for creating documents and editing.,"(Category tensor(1), tensor(1), tensor([0.0099, 0.9901]))"
28125,I like word application because it's easy to edit documents and the like,"(Category tensor(1), tensor(1), tensor([5.8326e-04, 9.9942e-01]))"
28126,Excellent,"(Category tensor(1), tensor(1), tensor([0.2514, 0.7486]))"
28127,Enjoyable and comes in handy where the pc is missing.,"(Category tensor(1), tensor(1), tensor([0.0201, 0.9799]))"
28128,I am still exploring... pls give some more time to evaluate.,"(Category tensor(1), tensor(1), tensor([0.0046, 0.9954]))"
28129,Exactly very good app,"(Category tensor(1), tensor(1), tensor([0.0016, 0.9984]))"
28130,vz,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
28131,Good app,"(Category tensor(1), tensor(1), tensor([0.0513, 0.9487]))"
28132,Good app. Limitations needs to reduced,"(Category tensor(1), tensor(1), tensor([0.0040, 0.9960]))"
28133,Good app,"(Category tensor(1), tensor(1), tensor([0.0513, 0.9487]))"
28134,Yeah,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28135,"Nice app,awsome fonts ,","(Category tensor(1), tensor(1), tensor([7.5240e-05, 9.9992e-01]))"
28136,Excellent. Jasakallah qairan. Eagerly waiting for the next class.,"(Category tensor(1), tensor(1), tensor([0.0023, 0.9977]))"
28137,V.good,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28138,Good stuff,"(Category tensor(1), tensor(1), tensor([0.1584, 0.8416]))"
28139,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28140,Niceone,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28141,Its so beautiful app and supported also Becase this app is a supported app,"(Category tensor(1), tensor(1), tensor([0.0068, 0.9932]))"
28142,Microsoft word are good,"(Category tensor(1), tensor(1), tensor([0.0771, 0.9229]))"
28143,Good application,"(Category tensor(1), tensor(1), tensor([0.0513, 0.9487]))"
28144,Really good,"(Category tensor(1), tensor(1), tensor([0.0181, 0.9819]))"
28145,Not working,"(Category tensor(1), tensor(1), tensor([0.2040, 0.7960]))"
28146,Very awesome,"(Category tensor(1), tensor(1), tensor([0.0510, 0.9490]))"
28147,Fine...,"(Category tensor(1), tensor(1), tensor([0.0775, 0.9225]))"
28148,This app sucks it should be better,"(Category tensor(1), tensor(1), tensor([0.0021, 0.9979]))"
28149,Excellent App. Top app for 'Word Processing.,"(Category tensor(1), tensor(1), tensor([0.0201, 0.9799]))"
28150,Ok.,"(Category tensor(1), tensor(1), tensor([0.3416, 0.6584]))"
28151,Great app.,"(Category tensor(1), tensor(1), tensor([0.0681, 0.9319]))"
28152,"I have been editing a document for over an hour, and have been kicked out of the app atleast 4 times. Autosave is ""on"" but everytime I reopen the app none of my changes are saved. Waste of time.","(Category tensor(1), tensor(1), tensor([0.0344, 0.9656]))"
28153,Excellent,"(Category tensor(1), tensor(1), tensor([0.2514, 0.7486]))"
28154,"You know what it's not even the first time that the document that I saved suddenly deleted or missing. It's really can't save my work but once again, what choice do I have? I need to use this app to get my work done. I'm really getting annoyed. Such a bad app","(Category tensor(1), tensor(1), tensor([8.7716e-04, 9.9912e-01]))"
28155,A great App. Thank you.,"(Category tensor(1), tensor(1), tensor([0.0274, 0.9726]))"
28156,Very good app.,"(Category tensor(1), tensor(1), tensor([0.0214, 0.9786]))"
28157,It's much better and easier than any other editing software.Love it it's awesome,"(Category tensor(1), tensor(1), tensor([0.0993, 0.9007]))"
28158,This is very super app.i love it very much,"(Category tensor(1), tensor(1), tensor([0.0015, 0.9985]))"
28159,Very Very Nice,"(Category tensor(1), tensor(1), tensor([0.2165, 0.7835]))"
28160,Its wow,"(Category tensor(1), tensor(1), tensor([0.0609, 0.9391]))"
28161,It's not that great it dose not let u go by frame by frame but it helped with my assignment pretty well,"(Category tensor(1), tensor(1), tensor([0.0027, 0.9973]))"
28162,Nice app,"(Category tensor(1), tensor(1), tensor([0.0818, 0.9182]))"
28163,Suprr,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28164,I love it..,"(Category tensor(1), tensor(1), tensor([0.0598, 0.9402]))"
28165,mirshad,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
28166,Ek no.... Super app. So beautiful,"(Category tensor(1), tensor(1), tensor([0.0046, 0.9954]))"
28167,Tanim,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28168,I have Nothing To say Other About This App This One Great For Me,"(Category tensor(1), tensor(1), tensor([0.0046, 0.9954]))"
28169,"Nice,,,app Awesome,,,,💓","(Category tensor(1), tensor(1), tensor([0.0567, 0.9433]))"
28170,I like video.it is easy to use.,"(Category tensor(1), tensor(1), tensor([0.0041, 0.9959]))"
28171,To good,"(Category tensor(1), tensor(1), tensor([0.2514, 0.7486]))"
28172,Love this app .,"(Category tensor(1), tensor(1), tensor([0.1787, 0.8213]))"
28173,Superb,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28174,Don’t save video,"(Category tensor(1), tensor(1), tensor([9.9532e-04, 9.9900e-01]))"
28175,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
28176,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28177,Wow,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28178,عالی,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
28179,I like this app. It is very helpful to me but sometimes it makes problem. I saved a vedio in drafts after doing something but when I visited this video next time the vedio was the same as before. Everything I had done was removed in the video.,"(Category tensor(1), tensor(1), tensor([0.4066, 0.5934]))"
28180,I always used it. I really love it😘😘,"(Category tensor(1), tensor(1), tensor([0.0036, 0.9964]))"
28181,Bad experience,"(Category tensor(1), tensor(1), tensor([0.0373, 0.9627]))"
28182,Gud,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28183,Such a nice app i've ever seen👏👏,"(Category tensor(1), tensor(1), tensor([0.0153, 0.9847]))"
28184,Ok,"(Category tensor(1), tensor(1), tensor([0.2736, 0.7264]))"
28185,It glitches sometimes and it makes the final output blurry pls fix it,"(Category tensor(1), tensor(1), tensor([0.0015, 0.9985]))"
28186,Lovely experience working with videoshow,"(Category tensor(1), tensor(1), tensor([0.0123, 0.9877]))"
28187,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
28188,Faltu app,"(Category tensor(1), tensor(1), tensor([0.1256, 0.8744]))"
28189,شه,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
28190,Super,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28191,Happy,"(Category tensor(1), tensor(1), tensor([0.3450, 0.6550]))"
28192,Excellent,"(Category tensor(1), tensor(1), tensor([0.2514, 0.7486]))"
28193,Amazing 👍❤,"(Category tensor(1), tensor(1), tensor([0.0119, 0.9881]))"
28194,👌🏻,"(Category tensor(1), tensor(1), tensor([0.1698, 0.8302]))"
28195,This is very good app for making video,"(Category tensor(1), tensor(1), tensor([1.4788e-04, 9.9985e-01]))"
28196,Very good,"(Category tensor(1), tensor(1), tensor([0.0231, 0.9769]))"
28197,Perfect.very good.best.,"(Category tensor(1), tensor(1), tensor([0.0792, 0.9208]))"
28198,Check out my video on YouTube Sam TechZone,"(Category tensor(1), tensor(1), tensor([0.0683, 0.9317]))"
28199,Super,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28200,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28201,Amazing Aap I use it since 5 years .,"(Category tensor(1), tensor(1), tensor([0.0219, 0.9781]))"
28202,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28203,Please....🙏🙏🙏🙏🙏 Option Video save others folder,"(Category tensor(1), tensor(1), tensor([5.5694e-06, 9.9999e-01]))"
